"U.S. Department of Energy, The Energy Information Administration (EIA)",,,,,
"Monthly Fuel Consumption Data by State, Producer Sector and Energy Source; Months Through November 2021",,,,,
Sources: EIA-923 Report,,,,,
,,,,,
YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION
2021,6,SC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),6
2021,6,SC,"Electric Generators, Electric Utilities",Coal (Short Tons),"616,704"
2021,6,SC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"14,720,137"
2021,6,SC,"Electric Generators, Electric Utilities",Petroleum (Barrels),"17,169"
2021,6,SD,Total Electric Power Industry,Coal (Short Tons),"128,908"
2021,6,SD,Total Electric Power Industry,Natural Gas (Mcf),"1,368,255"
2021,6,SD,Total Electric Power Industry,Petroleum (Barrels),560
2021,6,SD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"14,839"
2021,6,SD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2
2021,6,SD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2021,6,SD,"Electric Generators, Electric Utilities",Coal (Short Tons),"128,908"
2021,6,SD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,353,416"
2021,6,SD,"Electric Generators, Electric Utilities",Petroleum (Barrels),558
2021,6,TN,Total Electric Power Industry,Coal (Short Tons),"932,494"
2021,6,TN,Total Electric Power Industry,Natural Gas (Mcf),"11,342,711"
2021,6,TN,Total Electric Power Industry,Other Gases (Billion Btu),1
2021,6,TN,Total Electric Power Industry,Petroleum (Barrels),"20,950"
2021,6,TN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"5,725"
2021,6,TN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"714,509"
2021,6,TN,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),1
2021,6,TN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),74
2021,6,TN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2021,6,TN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"84,992"
2021,6,TN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2021,6,TN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"15,540"
2021,6,TN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),48
2021,6,TN,"Electric Generators, Electric Utilities",Coal (Short Tons),"926,769"
2021,6,TN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,527,670"
2021,6,TN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"20,828"
2021,6,TX,Total Electric Power Industry,Coal (Short Tons),"6,423,837"
2021,6,TX,Total Electric Power Industry,Natural Gas (Mcf),"182,399,915"
2021,6,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,484"
2021,6,TX,Total Electric Power Industry,Petroleum (Barrels),"21,230"
2021,6,TX,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"22,008,113"
2021,6,TX,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),803
2021,6,TX,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"18,187"
2021,6,TX,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"233,241"
2021,6,TX,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),12
2021,6,TX,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"21,718,320"
2021,6,TX,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),681
2021,6,TX,"Electric Generators, Independent Power Producers",Coal (Short Tons),"3,915,899"
2021,6,TX,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"96,398,386"
2021,6,TX,"Electric Generators, Independent Power Producers",Petroleum (Barrels),931
2021,6,TX,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,507,938"
2021,6,TX,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"42,041,855"
2021,6,TX,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,100"
2021,6,US-Total,Total Electric Power Industry,Coal (Short Tons),"47,967,810"
2021,6,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),"12,404"
2021,6,US-Total,Total Electric Power Industry,Natural Gas (Mcf),"1,107,967,463"
2021,6,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),"5,342"
2021,6,US-Total,Total Electric Power Industry,Petroleum (Barrels),"2,462,928"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"163,777"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"49,642,984"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),"3,937"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"87,348"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"6,805"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Geothermal (Billion Btu),354
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"4,136,132"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"21,402"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Coal (Short Tons),"509,604"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"65,360,082"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),"1,405"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"273,950"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Coal (Short Tons),"11,127,572"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),"11,426"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"417,191,518"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Other Gases (Billion Btu),0
2021,6,US-Total,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"235,526"
2021,6,US-Total,"Electric Generators, Electric Utilities",Coal (Short Tons),"36,160,052"
2021,6,US-Total,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),624
2021,6,US-Total,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"571,636,747"
2021,6,US-Total,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2021,6,US-Total,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,844,702"
2021,6,UT,Total Electric Power Industry,Coal (Short Tons),"1,122,984"
2021,6,UT,Total Electric Power Industry,Geothermal (Billion Btu),281
2021,6,UT,Total Electric Power Industry,Natural Gas (Mcf),"8,057,245"
2021,6,UT,Total Electric Power Industry,Other Gases (Billion Btu),18
2021,6,UT,Total Electric Power Industry,Petroleum (Barrels),"4,792"
2021,6,UT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"220,313"
2021,6,UT,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),18
2021,6,UT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2021,6,UT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"64,043"
2021,6,UT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2021,6,UT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"45,316"
2021,6,UT,"Electric Generators, Independent Power Producers",Coal (Short Tons),"32,343"
2021,6,UT,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),152
2021,6,UT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),615
2021,6,UT,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,090,641"
2021,6,UT,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),129
2021,6,UT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"7,727,573"
2021,6,UT,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,177"
2021,6,VA,Total Electric Power Industry,Coal (Short Tons),"70,112"
2021,6,VA,Total Electric Power Industry,Natural Gas (Mcf),"37,567,209"
2021,6,VA,Total Electric Power Industry,Petroleum (Barrels),"42,179"
2021,6,VA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"6,366"
2021,6,VA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"624,110"
2021,6,VA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),34
2021,6,VA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2021,6,VA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2021,6,VA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"15,299"
2021,6,VA,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2021,6,VA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"928,381"
2021,6,VA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,6,VA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"9,726,142"
2021,6,VA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"6,616"
2021,6,VA,"Electric Generators, Electric Utilities",Coal (Short Tons),"63,746"
2021,6,VA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"26,288,576"
2021,6,VA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"20,230"
2021,6,VT,Total Electric Power Industry,Natural Gas (Mcf),"1,729"
2021,6,VT,Total Electric Power Industry,Petroleum (Barrels),"2,661"
2021,6,VT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),362
2021,6,VT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2021,6,VT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,367"
2021,6,VT,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,661"
2021,6,WA,Total Electric Power Industry,Coal (Short Tons),"44,304"
2021,6,WA,Total Electric Power Industry,Natural Gas (Mcf),"8,241,830"
2021,6,WA,Total Electric Power Industry,Other Gases (Billion Btu),115
2021,6,WA,Total Electric Power Industry,Petroleum (Barrels),"5,476"
2021,6,WA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),615
2021,6,WA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"375,606"
2021,6,WA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),115
2021,6,WA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),957
2021,6,WA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"4,521"
2021,6,WA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),31
2021,6,WA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"43,689"
2021,6,WA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,213,789"
2021,6,WA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"4,426"
2021,6,WA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"6,647,914"
2021,6,WA,"Electric Generators, Electric Utilities",Petroleum (Barrels),62
2021,6,WI,Total Electric Power Industry,Coal (Short Tons),"1,402,559"
2021,6,WI,Total Electric Power Industry,Natural Gas (Mcf),"15,859,620"
2021,6,WI,Total Electric Power Industry,Petroleum (Barrels),"26,763"
2021,6,WI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"7,093"
2021,6,WI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"490,578"
2021,6,WI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),304
2021,6,WI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2021,6,WI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"42,136"
2021,6,WI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),46
2021,6,WI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"586,375"
2021,6,WI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,6,WI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,267,461"
2021,6,WI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),121
2021,6,WI,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,395,466"
2021,6,WI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"13,473,070"
2021,6,WI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"26,292"
2021,6,WV,Total Electric Power Industry,Coal (Short Tons),"2,628,526"
2021,6,WV,Total Electric Power Industry,Natural Gas (Mcf),"2,547,220"
2021,6,WV,Total Electric Power Industry,Other Gases (Billion Btu),11
2021,6,WV,Total Electric Power Industry,Petroleum (Barrels),"24,854"
2021,6,WV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"246,530"
2021,6,WV,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),11
2021,6,WV,"Electric Generators, Independent Power Producers",Coal (Short Tons),"529,469"
2021,6,WV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,801,928"
2021,6,WV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"2,630"
2021,6,WV,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,099,057"
2021,6,WV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"498,762"
2021,6,WV,"Electric Generators, Electric Utilities",Petroleum (Barrels),"22,224"
2021,6,WY,Total Electric Power Industry,Coal (Short Tons),"1,758,501"
2021,6,WY,Total Electric Power Industry,Natural Gas (Mcf),"1,385,575"
2021,6,WY,Total Electric Power Industry,Other Gases (Billion Btu),143
2021,6,WY,Total Electric Power Industry,Petroleum (Barrels),"7,715"
2021,6,WY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"6,688"
2021,6,WY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"262,852"
2021,6,WY,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),143
2021,6,WY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),24
2021,6,WY,"Electric Generators, Independent Power Producers",Coal (Short Tons),"43,580"
2021,6,WY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),903
2021,6,WY,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,708,233"
2021,6,WY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,121,820"
2021,6,WY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"7,691"
2021,7,AK,Total Electric Power Industry,Coal (Short Tons),"63,444"
2021,7,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,736,654"
2021,7,AK,Total Electric Power Industry,Petroleum (Barrels),"98,845"
2021,7,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"24,686"
2021,7,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"5,625"
2021,7,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"4,800"
2021,7,AK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2021,7,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),18
2021,7,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"13,462"
2021,7,AK,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,7,AK,"Electric Generators, Independent Power Producers",Petroleum (Barrels),310
2021,7,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),"45,182"
2021,7,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,711,968"
2021,7,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"92,892"
2021,7,AL,Total Electric Power Industry,Coal (Short Tons),"1,578,253"
2021,7,AL,Total Electric Power Industry,Natural Gas (Mcf),"37,609,709"
2021,7,AL,Total Electric Power Industry,Other Gases (Billion Btu),0
2021,7,AL,Total Electric Power Industry,Petroleum (Barrels),"1,113"
2021,7,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2021,7,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"798,413"
2021,7,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2021,7,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),899
2021,7,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,404,427"
2021,7,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"17,870,557"
2021,7,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),115
2021,7,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,578,253"
2021,7,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"16,536,312"
2021,7,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),99
2021,7,AR,Total Electric Power Industry,Coal (Short Tons),"1,516,020"
2021,7,AR,Total Electric Power Industry,Natural Gas (Mcf),"14,293,949"
2021,7,AR,Total Electric Power Industry,Petroleum (Barrels),"4,294"
2021,7,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),479
2021,7,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"93,510"
2021,7,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),3
2021,7,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"39,436"
2021,7,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"42,725"
2021,7,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,7,AR,"Electric Generators, Independent Power Producers",Coal (Short Tons),"281,978"
2021,7,AR,"Electric Generators, Independent Power Producers",Petroleum (Barrels),384
2021,7,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,233,563"
2021,7,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"14,118,278"
2021,7,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,907"
2021,7,AZ,Total Electric Power Industry,Coal (Short Tons),"877,956"
2021,7,AZ,Total Electric Power Industry,Natural Gas (Mcf),"45,577,236"
2021,7,AZ,Total Electric Power Industry,Petroleum (Barrels),"13,502"
2021,7,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"53,074"
2021,7,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),4
2021,7,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"141,206"
2021,7,AZ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2021,7,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"13,519,355"
2021,7,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),"877,956"
